name;pcode;pcode_parent;Land area;Violent incidents last year;% persons with disability;% Access to safe drinking water;Nr. of educational facilities per 10,000 people;% Access to electricity;Average elevation;% employed;Drought exposure;Earthquake exposure;Flood exposure;Nr. of health facilities per 10,000 people;% Access improved sanitation;% Literacy;% having mosquito nets;% of orphans under 18;Population density;Population;Poverty incidence;% permanent roof type;% Subsistence farming;Travel time to nearest city;% permanent wall type;% with internet access;% with mobile access;# of displaced persons;# of displaced / local population;pcode_level2;Violent incidents last year (0-10);Drought exposure (0-10);Earthquake exposure (0-10);Flood exposure (0-10);Hazards exposure;% persons with disability (0-10);% employed (0-10);% Literacy (0-10);% having mosquito nets (0-10);% of orphans under 18 (0-10);Poverty incidence (0-10);% permanent roof type (0-10);% Subsistence farming (0-10);% permanent wall type (0-10);Vulnerability;% Access to safe drinking water (0-10);Nr. of educational facilities per 10,000 people (0-10);% Access to electricity (0-10);Nr. of health facilities per 10,000 people (0-10);% Access improved sanitation (0-10);Travel time to nearest city (0-10);% with internet access (0-10);% with mobile access (0-10);Lack of Coping Capacity;Risk score
Mukono;21UGA011010;21UGA011;40.849.857;0;0.1081;0.7822;115.397;0.3156;11.362.303;0.723;0.3799;0;0.0006;0.6754;0.3234;0.8113;0.8678;0.0839;1.703.458;6.958.601.542;0.3897;0.9551;0.4645;732.574;0.8148;0.125;0.562;null;null;21UGA011010;0;70.398;0;1.723;2.823;31.512;26.852;31.878;63.461;39.261;29.272;0.4505;46.877;13.536;33.729;2.455;52.761;63.349;86.046;18.335;56.086;71.429;2.987;54.911;39.944
Kyotara;21UGA012006;21UGA012;9.388.878;43.772;0.0925;0.4262;93.233;0.1861;11.859.553;0.8246;0.1928;0;0;15.758;0.2255;0.8064;0.922;0.0987;2.433.294;2.284.589.059;0.586;0.9777;0.656;1.242.507;0.7227;0.057;0.453;null;null;21UGA012006;80.964;48.127;0;0;41.529;23.902;15.667;33.066;34.336;53.644;55.156;0.2003;66.715;23.623;36.937;68.425;62.579;79.144;47.244;45.866;68.386;90.857;45.599;66.515;49.827
Kabale;21UGA009001;21UGA009;6.159.066;31.601;0.1502;0.8672;74.263;0.1414;19.702.872;0.7706;0.3739;0;0;1.422;0.1465;0.7505;0.9762;0.0933;5.137.877;316445.12;0.5619;0.9892;0.7522;2.274.736;0.1955;0.079;0.4;null;null;21UGA009001;77.818;69.875;0;0;46.948;52.049;21.612;46.628;0.5212;48.397;51.978;0.073;76.681;8.136;48.337;14.074;70.983;84.596;53.872;68.082;82.464;84.571;53.247;68.346;55.471
Amudat;21UGA008002;21UGA008;16.654.827;0;0.0928;0.5351;0.876;0.0151;12.893.739;0.7592;0.2111;0;0.0002;0.6813;0.033;0.8291;null;0.0492;616.894;1.027.426.315;0.8572;0.22;0.7936;3.000.582;0.0408;0.075;0.228;null;null;21UGA008002;0;51.101;0;0.6684;17.325;24.049;22.867;27.559;null;0.5539;90.915;85.866;8.097;98.302;67.395;55.004;10;10;85.792;10;88.912;85.714;78.066;90.218;67.029
Mayuge;21UGA005009;21UGA005;33.814.853;0;0.0855;0.7368;111.552;0.0949;11.469.238;0.788;0.6668;0;0.001;1.222;0.187;0.6147;0.8021;0.0638;943.766;3.191.332.079;0.5704;0.8267;0.7593;1.070.404;0.6077;0.05;0.335;null;null;21UGA005009;0;88.904;0;2.541;41.488;20.488;19.696;79.573;98.764;19.728;53.099;18.716;77.416;36.217;56.984;30.145;54.464;90.267;62.491;56.693;64.915;92.857;62.626;68.764;5.687
Bushenyi;21UGA002002;21UGA002;8.048.978;58.942;0.1086;0.5799;90.475;0.1958;15.199.754;0.7485;0.1562;0;0;11.788;0.2415;0.8031;0.9604;0.0893;4.215.683;3.393.192.589;0.5843;0.9828;0.6866;195.191;0.3853;0.088;0.453;null;null;21UGA002002;83.836;41.228;0;0;41.463;31.756;24.045;33.867;13.702;44.509;54.931;0.1439;69.885;60.574;40.356;49.482;63.801;77.961;64.353;41.367;78.901;8.2;45.599;6.531;50.226
Nakaseke;21UGA011011;21UGA011;34.775.042;0;0.1058;0.7053;33.175;0.1741;10.910.452;0.817;0.3154;0;0.001;10.616;0.2771;0.7259;0.8974;0.086;650.108;2.260.753.465;0.4715;0.8627;0.7062;1.283.547;0.6399;0.071;0.505;null;null;21UGA011011;0;64.283;0;2.541;27.213;3.039;16.503;52.596;47.555;41.302;40.058;14.732;71.915;32.691;40.849;34.028;89.184;80.607;69.403;31.355;69.142;86.857;38.095;67.643;47.595
Mityana;21UGA011008;21UGA011;15.983.087;2.279;0.1285;0.4652;10.848;0.1903;12.089.395;0.8099;0.2206;0;0.0004;12.306;0.2555;0.7834;0.8927;0.095;2.745.347;4.387.912.529;0.5428;0.9716;0.6767;1.110.572;0.6679;0.056;0.483;null;null;21UGA011008;74.663;52.545;0;12.335;41.539;41.463;17.285;38.646;50.081;50.049;49.459;0.2678;68.859;29.624;4.106;63.618;55.825;78.632;6.212;3.743;65.772;91.143;4.127;6.528;50.437
Isingiro;21UGA002004;21UGA002;26.479.253;41.105;0.1127;0.2855;3.124;0.1153;13.781.507;0.8498;0.2229;0;0.0004;13.154;0.1459;0.7;0.9405;0.0744;1.837.503;4.865.570.311;0.6576;0.9122;0.826;2.313.226;0.262;0.044;0.352;112745;0.231720009860646;21UGA002004;80.357;52.885;0;12.335;44.529;33.756;12.892;58.879;24.395;30.029;64.597;0.9253;84.326;74.077;4.933;85.765;90.042;87.779;58.466;68.251;82.855;94.571;60.173;81.036;61.283
Ntoroko;21UGA014008;21UGA014;13.981.554;0;0.1169;0.4962;57.205;0.1043;7.142.177;0.7394;0.9341;0;0.0143;10.726;0.2819;0.6064;0.9485;0.0808;600.137;839.084.216;0.6524;0.753;0.5678;1.741.439;0.0865;0.061;0.413;null;null;21UGA014008;0;10;0;10;75.975;35.805;25.047;81.587;20.097;36.249;63.911;26.873;57.578;93.298;55.676;59.798;78.539;89.121;68.929;30.006;76.245;89.714;51.371;71.886;68.678
Bundibugyo;21UGA014001;21UGA014;8.512.592;0;0.1633;0.5542;71.712;0.1062;15.075.771;0.8283;0.212;0.0035;0.0002;1.154;0.1795;0.6183;0.9571;0.0689;2.850.338;2.426.376.203;0.6479;0.9629;0.7558;2.913.434;0.1868;0.067;0.385;null;null;21UGA014001;0;5.124;70.673;0.6684;38.309;58.439;15.259;7.87;15.476;24.684;63.318;0.3641;77.054;82.313;53.665;5.265;72.113;88.889;65.421;58.802;88.225;8.8;55.411;74.039;57.389
Nwoya;21UGA001006;21UGA001;47.108.123;314.367;0.2159;0.4719;11.946;0.0636;8.911.635;0.835;0.4268;0;0.0004;26.721;0.1416;0.6268;0.8863;0.1098;13.505;636.197.874;0.732;0.1419;0.9773;3.389.923;0.0826;0.066;0.254;null;null;21UGA001006;10;74.225;0;12.335;65.058;84.098;14.522;76.638;5.352;64.431;74.407;9.451;10;93.725;79.856;62.793;50.961;94.085;0;6.946;91.752;88.286;74.315;7.384;73.396
Kiryandongo;21UGA004007;21UGA004;36.235.448;0;0.1298;0.8061;48.666;0.1147;10.250.055;0.84;0.044;0;0.0008;0.7512;0.1643;0.5661;0.9248;0.0794;844.942;3.061.686.178;0.6699;0.3406;0.8228;2.911.572;0.2566;0.061;0.351;57639;0.1882590071894;21UGA004007;0;0;0;21.548;0.583;42.098;13.971;91.363;32.832;34.888;66.218;72.518;83.995;74.669;63.112;21.605;82.322;87.852;8.278;63.076;88.211;89.714;60.317;76.562;5.522
Namisindwa;21UGA006008;21UGA006;3.225.981;0;0.2385;0.8036;52.007;0.0389;16.163.461;0.8169;0.1933;0;0;0.5324;0.1962;0.6647;0.9763;0.0517;7.569.749;2.441.986.558;0.5517;0.8746;0.8591;1.390.001;0.1906;0.047;0.285;null;null;21UGA006008;0;48.212;0;0;14.733;95.122;16.514;67.443;0.5159;0.7969;50.633;13.414;87.755;81.897;58.846;21.913;80.842;97.097;92.209;54.106;70.997;93.714;69.841;78.847;56.539
Rakai;21UGA012011;21UGA012;31.013.399;0;0.0946;0.2154;77.544;0.1135;12.233.009;0.8558;0.3895;0;0.0003;12.803;0.1637;0.6871;0.9398;0.0835;1.334.774;4.139.587.878;0.6352;0.8938;0.7928;145.576;0.5172;0.031;0.372;null;null;21UGA012011;0;71.219;0;0.9618;27.028;24.927;12.232;62.009;24.772;38.873;61.643;11.289;80.887;46.129;44.646;94.405;69.529;87.999;59.978;63.245;72.073;98.286;57.287;79.261;54.859
Oyam;21UGA010009;21UGA010;2.249.865;0;0.1645;0.6712;3.734;0.0696;10.680.993;0.8408;0.1167;0;0.0006;0.6265;0.1496;0.6613;0.9603;0.0948;1.773.623;3.990.412.541;0.6934;0.2407;0.911;1.725.083;0.1863;0.05;0.235;null;null;21UGA010009;0;3.169;0;1.723;1.316;59.024;13.883;68.268;13.756;49.854;69.317;83.575;93.132;82.368;66.027;3.823;87.339;93.353;88.153;6.721;76.025;92.857;77.056;80.997;60.068
Koboko;21UGA015003;21UGA015;7.613.281;0;0.1335;0.618;48.676;0.0693;10.745.768;0.8515;0.2379;0;0;0.8675;0.2013;0.5651;0.9783;0.0662;2.725.424;2.074.938.098;0.7056;0.1079;0.904;3.518.815;0.2813;0.058;0.305;4623;0.0222801827489817;21UGA015003;0;55.023;0;0;17.455;43.902;12.705;91.606;0.4084;2.206;70.926;98.273;92.407;71.964;68.487;44.787;82.317;93.389;77.768;52.672;92.621;90.571;66.955;79.088;60.735
Bulambuli;21UGA006003;21UGA006;6.947.886;0;0.181;0.6508;68.162;0.051;16.424.134;0.6664;0.1149;0;0.0003;15.068;0.1256;0.6954;0.9572;0.086;2.005.976;1.393.730.538;0.7679;0.883;0.8528;4.011.496;0.0662;0.062;0.271;null;null;21UGA006003;0;31.182;0;0.9618;11.073;67.073;33.084;59.995;15.422;41.302;7.914;12.485;87.102;95.521;62.986;40.744;73.685;95.621;50.218;7.396;95.671;89.429;71.861;78.717;57.284
Gomba;21UGA012003;21UGA012;16.706.293;0;0.1253;0.5081;89.581;0.1317;12.098.585;0.2103;0.1928;0;0.0004;0.777;0.2058;0.7279;0.9179;0.0904;1.309.658;218795.4;0.6479;0.8902;0.7911;127.234;0.5224;0.031;0.382;null;null;21UGA012003;0;48.127;0;12.335;17.495;39.902;83.298;52.111;36.539;45.578;63.318;11.688;80.711;45.559;55.121;58.331;64.197;85.779;81.668;51.406;68.938;98.286;55.844;74.404;53.381
Moyo;21UGA015005;21UGA015;17.126.731;132.812;0.1117;0.9254;29.883;0.0948;7.811.953;0.8772;0.0929;0;0.0036;12.949;0.1359;0.6606;0.9859;0.1037;1.758.524;3.011.774.944;0.6597;0.1109;0.8868;2.722.546;0.4636;0.054;0.322;151304;0.502374854856241;21UGA015005;9.168;24.244;0;55.943;54.396;33.268;0.9876;68.438;0;58.503;64.873;97.941;90.625;51.999;6.274;0.6902;90.643;90.279;59.349;71.063;86.648;91.714;64.502;76.547;65.511
Kibuku;21UGA003005;21UGA003;4.902.756;0;0.0435;0.9474;50.425;0.0502;10.779.664;0.8469;0.1235;0;0.0002;0.666;0.1811;0.5809;0.9772;0.0435;4.287.656;2.102.133.313;0.6553;0.6667;0.8894;898.087;0.6331;0.025;0.226;null;null;21UGA003005;0;33.541;0;0.6684;1.111;0;13.211;87.773;0.4675;0;64.293;36.425;90.894;33.436;47.739;0.419;81.543;95.719;86.451;58.352;60.828;10;78.355;78.901;52.231
Kassanda;21UGA011003;21UGA011;19.034.455;0;0.1529;0.3145;84.786;0.1379;12.298.977;0.8394;0.2138;0;0;0.9107;0.1627;0.7244;0.9155;0.0835;1.673.014;3.184.491.993;0.6417;0.9098;0.8163;2.038.665;0.4883;null;null;null;null;21UGA011003;0;51.518;0;0;16.025;53.366;14.037;5.296;37.829;38.873;6.25;0.9519;83.321;49.294;48.569;82.191;66.321;85.023;75.906;63.526;79.913;null;null;76.344;51.979
Hoima;21UGA004002;21UGA004;26.508.548;0;0.1361;0.7158;62.731;0.1893;8.805.343;0.4463;0.1435;0;0.0001;0.9136;0.1982;0.7106;0.9254;0.0707;123.88;3.283.879.538;0.6086;0.6967;0.6399;2.401.061;0.4539;0.065;0.414;83558;0.254449041169676;21UGA004002;0;38.452;0;0.3494;11.989;45.171;57.316;56.308;32.509;26.433;58.136;33.105;65.047;53.061;48.733;32.734;76.091;78.754;75.781;53.543;83.722;88.571;51.227;71.017;48.292
Kwania;21UGA010006;21UGA010;14.101.387;0;0.2088;0.8954;42.409;0.048;10.572.252;0.8868;0.0742;0;0.0003;0.8482;0.1432;0.7222;0.9714;0.0933;1.337.743;1.886.403.784;0.6218;0.2764;0.9086;1.585.078;0.1784;null;null;null;null;21UGA010006;0;16.925;0;0.9618;0.6883;80.634;0.8819;53.493;0.7792;48.397;59.876;79.624;92.883;83.233;64.936;10.599;85.094;95.987;78.599;6.901;74.055;null;null;75.598;55.615
Kapelebyong;21UGA013004;21UGA013;12.075.593;0;0.2485;0.9747;60.493;0.0458;10.814.572;0.8816;0.0948;0;0.0005;12.099;0.1689;0.6182;0.9521;0.0804;82.136;99.184.115;0.7294;0.1234;0.8997;1.782.351;0.0906;null;null;null;null;21UGA013004;0;24.904;0;14.864;10.508;10;0.9391;78.724;18.162;3.586;74.064;96.558;91.961;92.849;77.966;0.0826;77.083;96.256;63.012;61.783;76.785;null;null;70.418;59.725
Nabilatuk;21UGA008006;21UGA008;18.051.479;0;0.0987;0.9176;36.568;0.0262;11.808.665;0.7111;0.2943;0;0.001;0.8311;0.0354;0.8209;0.9464;0.1464;33.328;601.618.719;0.9003;0.0923;0.8587;3.531.002;0.0253;null;null;null;null;21UGA008006;0;62.008;0;2.541;26.212;26.927;28.163;29.549;21.225;10;96.598;10;87.714;10;80.465;0.7863;87.681;98.646;79.336;99.325;92.701;null;null;86.772;71.252
Bugweri;21UGA005002;21UGA005;3.789.439;0;0.137;0.8885;53.019;0.0889;11.119.664;0.7623;0.2233;0;0.0001;0.8667;0.2407;0.6269;0.9551;0.0481;5.176.421;1.961.573.344;0.5786;0.8765;0.7737;1.039.185;0.7489;null;null;null;null;21UGA005002;0;52.944;0;0.3494;17.351;4.561;22.526;76.613;1.655;0.447;5.418;13.204;78.908;20.753;42.719;11.449;80.394;90.999;77.802;41.592;64.226;null;null;67.709;45.821
