ID,Country,station,location,lon,lat,rl2,rl5,rl10,rl20,Q10,Q20,Q30,Q50,Q80,Q90
G5623,Angola,G5623,Na,22.45,-12.45,,,,,,,,,,
G5624,Angola,G5624,Na,22.55,-12.45,,,,,,,,,,
G5649,Zambia,G5649,Na,23.95,-13.95,1331.6376953125,1663.9906005859375,1951.404093424479,2095.11083984375,1028.823486328125,1075.9549560546875,1092.448193359375,1248.5853271484375,1833.2792480468752,1886.2107177734376
G5651,Zambia,G5651,Na,23.95,-14.05,545.237060546875,820.50732421875,1058.5567220052083,1177.5814208984375,345.34197387695315,373.09015502929685,424.0926452636719,489.0822448730469,839.3991455078128,983.8539306640625
G5652,Zambia,G5652,Na,23.15,-14.25,1945.0146484375,2692.60693359375,3339.11328125,3662.366455078125,922.8006103515625,1188.0508056640624,1395.156982421875,2269.858154296875,2778.4518066406254,3283.7181640625004
G5653,Zambia,G5653,Na,27.35,-14.25,819.8046875,1200.665283203125,1530.027587890625,1694.708740234375,548.9174682617187,576.7946899414062,628.1019775390624,864.900146484375,1368.9144287109375,1510.266064453125
G5655,Zambia,G5655,Na,26.35,-14.45,759.951904296875,1009.277587890625,1224.890625,1332.6971435546875,542.7715942382813,620.1452514648438,667.2035278320313,854.233642578125,1096.65751953125,1206.5967041015626
G5656,Zambia,G5656,Na,27.35,-14.45,247.90823364257812,438.54290771484375,603.4008178710938,685.8297729492188,79.43260650634767,135.54473571777345,163.7920166015625,233.38600158691406,462.31839599609384,628.9170410156252
G5657,Zambia,G5657,Na,29.95,-14.55,1114.8406982421875,1712.641357421875,2229.610107421875,2488.094482421875,542.7426879882812,659.3622192382813,727.9339477539063,856.2898559570312,1513.89951171875,1741.5720703125
G5658,Zambia,G5658,Na,29.85,-14.65,1051.260986328125,1694.3226318359375,2250.432413736979,2528.4873046875,458.764306640625,651.6245727539062,717.7037963867188,847.1480102539062,1597.4743164062502,2274.232373046875
G5660,Zambia,G5660,Na,23.15,-14.85,327.7662048339844,529.0433959960938,703.1047973632812,790.135498046875,184.32770080566405,212.8294464111328,280.727001953125,348.80877685546875,675.6020874023438,791.553369140625
G5661,Zambia,G5661,Na,30.15,-14.85,2026.0994873046875,3158.896728515625,4138.522216796875,4628.3349609375,1007.5142333984376,1263.0477783203123,1332.009228515625,1636.5223388671875,3096.885009765626,4112.620556640625
G5662,Zambia,G5662,Na,30.25,-14.85,2651.712646484375,3594.7529296875,4410.279622395833,4818.04296875,1882.9276611328125,2129.65927734375,2340.50537109375,2656.6748046875,3216.0698242187505,3916.671337890625
G5664,Zambia,G5664,Na,22.45,-14.95,121.99726867675781,227.56771850585938,318.8634134928385,364.5112609863281,13.874609756469727,26.702967071533205,57.52848358154297,105.6021728515625,200.28924255371095,253.75012207031253
G5665,Zambia,G5665,Na,22.95,-15.15,4152.29443359375,5660.986328125,6965.680338541666,7618.02734375,2157.145458984375,2962.0646484375,3446.509326171875,4589.2041015625,6327.194921875,6707.7806640625
G5669,Mozambique,G5669,Na,32.85,-15.35,2508.79052734375,2913.2861328125,3263.0875651041665,3437.98828125,2189.205322265625,2263.033251953125,2316.8669921875,2804.85302734375,3049.12451171875,3122.21044921875
G5670,Mozambique,G5670,Na,32.95,-15.35,407.53594970703125,595.4803466796875,758.01171875,839.2774047851562,219.74480590820312,255.50472412109377,295.0974426269531,337.0279541015625,632.8445678710939,861.8394531250002
G5673,Angola,G5673,Na,17.25,-15.45,,,,,,,,,,
G5674,Mozambique,G5674,Na,32.95,-15.45,,,,,,,,,,
G5675,Angola,G5675,Na,17.25,-15.55,,,,,,,,,,
G5676,Zambia,G5676,Na,30.35,-15.55,4482.39208984375,6428.869140625,8112.15234375,8953.7939453125,2860.53359375,3082.26240234375,3291.289501953125,4079.619873046875,6231.050488281251,7240.14345703125
G5677,Mozambique,G5677,Na,32.85,-15.55,,,,,,,,,,
G5678,Madagascar,G5678,Na,47.65,-15.55,,,,,,,,,,
G5683,Zambia,G5683,Na,28.55,-15.95,1034.8558349609375,1387.8515625,1693.11669921875,1845.749267578125,637.0077026367187,724.9990844726562,815.6052368164062,1003.49853515625,1436.5259765625,1601.1430419921876
G5687,Zimbabwe,G5687,Na,28.85,-16.45,,,,,,,,,,
G5692,Angola,G5692,Na,19.05,-16.25,,,,,,,,,,
G5693,Mozambique,G5693,Na,33.65,-16.25,,,,,,,,,,
G5694,Mozambique,G5694,Na,33.75,-16.25,2683.7373046875,3206.491455078125,3658.561279296875,3884.59619140625,2279.895556640625,2349.849365234375,2565.173388671875,3000.260009765625,3335.0489257812505,3539.272412109375
G5695,Angola,G5695,Na,18.95,-16.35,,,,,,,,,,
G5696,Zambia,G5696,Na,23.45,-16.35,227.9214324951172,438.1603088378906,619.9716084798176,710.8772583007812,59.336726379394534,88.05135955810547,137.55294799804688,184.53140258789062,362.83906860351567,875.4926269531253
G5697,Mozambique,G5697,Na,33.75,-16.35,,,,,,,,,,
G5698,Mozambique,G5698,Na,33.75,-16.45,,,,,,,,,,
G5699,Madagascar,G5699,Na,46.75,-16.45,,,,,,,,,,
G5701,Mozambique,G5701,Na,33.15,-16.55,,,,,,,,,,
G5702,Mozambique,G5702,Na,33.35,-16.55,,,,,,,,,,
G5703,Madagascar,G5703,Na,46.65,-16.55,,,,,,,,,,
G5706,Angola,G5706,Na,15.05,-16.65,,,,,,,,,,
G5707,Mozambique,G5707,Na,33.15,-16.65,,,,,,,,,,
G5708,Mozambique,G5708,Na,33.35,-16.65,,,,,,,,,,
G5709,Angola,G5709,Na,14.85,-16.75,,,,,,,,,,
G5710,Madagascar,G5710,Na,46.85,-16.85,,,,,,,,,,
G5711,Madagascar,G5711,Na,46.95,-16.85,,,,,,,,,,
G5713,Angola,G5713,Na,18.05,-16.95,,,,,,,,,,
G5714,Angola,G5714,Na,18.15,-16.95,,,,,,,,,,
G5715,Angola,G5715,Na,21.85,-16.95,,,,,,,,,,
G5717,Angola,G5717,Na,21.85,-17.05,,,,,,,,,,
G5723,Angola,G5723,Na,22.95,-17.25,,,,,,,,,,
G5726,Angola,G5726,Na,22.95,-17.35,,,,,,,,,,
G5727,Zambia,G5727,Na,24.95,-17.45,305.8833923339844,471.14459228515625,614.0599161783854,685.517578125,180.08941650390625,197.86525878906252,235.50704345703124,289.0348815917969,462.95733032226565,542.8310852050781
G5731,Namibia,G5731,Na,25.05,-17.65,,,,,,,,,,
G5732,Zimbabwe,G5732,Na,29.35,-17.65,,,,,,,,,,
G5733,Angola,G5733,Na,18.75,-17.75,,,,,,,,,,
G5734,Mozambique,G5734,Na,35.25,-17.75,,,,,,,,,,
G5735,Mozambique,G5735,Na,35.45,-17.75,,,,,,,,,,
G5740,Angola,G5740,Na,20.35,-17.85,,,,,,,,,,
G5741,Angola,G5741,Na,20.55,-17.85,,,,,,,,,,
G5742,Botswana,G5742,Na,25.05,-17.85,,,,,,,,,,
G5743,Angola,G5743,Na,20.55,-17.95,,,,,,,,,,
G5747,Namibia,G5747,Na,20.35,-18.05,,,,,,,,,,
G5748,Zimbabwe,G5748,Na,26.75,-18.05,,,,,,,,,,
G5751,Zimbabwe,G5751,Na,26.85,-18.15,,,,,,,,,,
G5753,Namibia,G5753,Na,16.05,-18.35,,,,,,,,,,
G5756,Namibia,G5756,Na,15.85,-18.45,,,,,,,,,,
G5757,Namibia,G5757,Na,15.95,-18.45,,,,,,,,,,
G5758,Namibia,G5758,Na,16.15,-18.45,,,,,,,,,,
G5759,Botswana,G5759,Na,23.55,-18.45,,,,,,,,,,
G5762,Namibia,G5762,Na,15.95,-18.55,,,,,,,,,,
G5763,Namibia,G5763,Na,16.05,-18.55,,,,,,,,,,
G5764,Botswana,G5764,Na,23.55,-18.55,,,,,,,,,,
G5770,Namibia,G5770,Na,16.05,-18.75,,,,,,,,,,
G5773,Namibia,G5773,Na,16.25,-18.85,,,,,,,,,,
G5775,Botswana,G5775,Na,24.05,-18.95,,,,,,,,,,
G5791,Madagascar,G5791,Na,45.45,-19.65,,,,,,,,,,
G5797,Madagascar,G5797,Na,45.45,-19.85,,,,,,,,,,
G5798,Botswana,G5798,Na,21.95,-19.95,,,,,,,,,,
G5800,Botswana,G5800,Na,21.85,-20.05,,,,,,,,,,
G5802,Botswana,G5802,Na,22.05,-20.15,,,,,,,,,,
G5807,Botswana,G5807,Na,21.15,-20.35,,,,,,,,,,
G5808,Botswana,G5808,Na,22.05,-20.35,,,,,,,,,,
G5809,Botswana,G5809,Na,21.15,-20.45,,,,,,,,,,
G5810,Botswana,G5810,Na,22.45,-20.45,,,,,,,,,,
G5821,Botswana,G5821,Na,25.45,-20.75,,,,,,,,,,
G5826,Botswana,G5826,Na,25.45,-20.85,,,,,,,,,,
G5827,Botswana,G5827,Na,25.95,-20.85,,,,,,,,,,
G5835,Botswana,G5835,Na,25.85,-20.95,,,,,,,,,,
G5845,Botswana,G5845,Na,24.75,-21.25,,,,,,,,,,
G5846,Botswana,G5846,Na,24.85,-21.25,,,,,,,,,,
G5847,Zimbabwe,G5847,Na,32.35,-21.25,,,,,,,,,,
G5848,Zimbabwe,G5848,Na,32.35,-21.35,,,,,,,,,,
G5854,Zimbabwe,G5854,Na,29.25,-22.05,,,,,,,,,,
G5856,Botswana,G5856,Na,29.15,-22.15,,,,,,,,,,
G5857,Botswana,G5857,Na,23.95,-22.25,,,,,,,,,,
G5858,Botswana,G5858,Na,22.15,-22.35,,,,,,,,,,
G5859,Botswana,G5859,Na,24.05,-22.35,,,,,,,,,,
G5860,Botswana,G5860,Na,28.95,-22.35,,,,,,,,,,
G5861,Botswana,G5861,Na,22.15,-22.45,,,,,,,,,,
G5862,South Africa,G5862,Na,30.05,-22.45,,,,,,,,,,
G5864,Mozambique,G5864,Na,31.65,-22.55,,,,,,,,,,
G5865,Mozambique,G5865,Na,31.75,-22.55,,,,,,,,,,
G5874,Botswana,G5874,Na,24.35,-22.85,,,,,,,,,,
G5880,Botswana,G5880,Na,24.25,-22.95,,,,,,,,,,
G5892,Botswana,G5892,Na,27.05,-23.55,,,,,,,,,,
G5894,Botswana,G5894,Na,27.05,-23.65,,,,,,,,,,
G5898,Botswana,G5898,Na,26.85,-23.85,,,,,,,,,,
G5899,South Africa,G5899,Na,26.95,-23.85,,,,,,,,,,
G5906,Namibia,G5906,Na,19.75,-24.55,,,,,,,,,,
G5907,Namibia,G5907,Na,19.65,-24.65,,,,,,,,,,
G5908,Mozambique,G5908,Na,33.45,-24.65,,,,,,,,,,
G5911,Botswana,G5911,Na,23.05,-24.95,,,,,,,,,,
G5914,Botswana,G5914,Na,23.25,-25.05,,,,,,,,,,
G5919,Botswana,G5919,Na,23.05,-25.25,,,,,,,,,,
G5922,Namibia,G5922,Na,19.35,-25.35,,,,,,,,,,
G5923,South Africa,G5923,Na,23.15,-25.35,,,,,,,,,,
G5925,Namibia,G5925,Na,19.35,-25.45,,,,,,,,,,
G5936,Botswana,G5936,Na,20.85,-25.85,,,,,,,,,,
G5937,South Africa,G5937,Na,20.75,-25.95,,,,,,,,,,
G5938,Botswana,G5938,Na,20.85,-25.95,,,,,,,,,,
G5939,Botswana,G5939,Na,20.95,-25.95,,,,,,,,,,
G5940,South Africa,G5940,Na,20.45,-26.05,,,,,,,,,,
G5942,South Africa,G5942,Na,20.55,-26.35,,,,,,,,,,
G5943,Botswana,G5943,Na,20.75,-26.35,,,,,,,,,,
G5944,Botswana,G5944,Na,22.05,-26.35,,,,,,,,,,
G5945,Botswana,G5945,Na,22.25,-26.35,,,,,,,,,,
G5954,South Africa,G5954,Na,20.65,-26.85,,,,,,,,,,
G5955,Botswana,G5955,Na,20.75,-26.85,,,,,,,,,,
G5956,South Africa,G5956,Na,32.25,-26.85,,,,,,,,,,
G5959,South Africa,G5959,Na,20.75,-26.95,,,,,,,,,,
G5960,South Africa,G5960,Na,28.25,-26.95,,,,,,,,,,
G5971,South Africa,G5971,Na,25.75,-27.65,,,,,,,,,,
G5974,South Africa,G5974,Na,25.65,-27.75,,,,,,,,,,
G5980,South Africa,G5980,Na,17.25,-28.25,,,,,,,,,,
G6037,South Africa,G6037,Na,18.45,-31.55,,,,,,,,,,
G6083,Somalia,G6083,Jilib,42.75,0.55,,,,,,,,,,
G6084,Somalia,G6084,Kaytooy,42.65,0.75,,,,,,,,,,
G6085,Somalia,G6085,Kamsuma,42.75,0.25,,,,,,,,,,
G6086,Somalia,G6086,Marerey,42.75,0.45,,,,,,,,,,
G6087,Somalia,G6087,Bu Ale,42.55,1.25,,,,,,,,,,
G6088,Somalia,G6088,Afgooye,45.15,2.15,,,,,,,,,,
G6089,Somalia,G6089,Audegle,44.85,1.95,,,,,,,,,,
G6090,Somalia,G6090,Balcad,45.35,2.35,,,,,,,,,,
G6106,Uganda,G6106,Kapelebyong,34.05,2.45,73.31034851074219,113.81842803955078,148.84918467203775,166.36456298828125,31.599105072021484,41.32719650268555,58.48998260498047,85.45195770263672,115.07308654785157,158.3912261962891
G6107,Ethiopia,G6107,Abetlti,37.55,8.25,1706.16552734375,1903.06005859375,2073.3312174479165,2158.466796875,1544.492822265625,1583.198876953125,1619.3146484375002,1718.6417236328125,1764.6446044921877,1834.0325439453125
G6108,Ethiopia,G6108,Woltkite,37.75,8.25,1798.4412841796875,2084.093994140625,2331.1221516927085,2454.63623046875,1010.64658203125,1243.3411865234375,1297.5740234375,1417.0748291015625,1602.2974853515625,1746.2735595703125
G6109,Ethiopia,G6109,Asetndabo,37.25,7.75,418.324462890625,449.76690673828125,476.9578450520833,490.5533142089844,380.6339416503906,393.2671203613281,407.81834106445314,418.6151123046875,449.2731140136719,453.91655273437505
G6110,Ethiopia,G6110,Woltkite,37.55,8.35,111.32369995117188,136.9827880859375,159.17237345377603,170.2671661376953,84.0580551147461,93.20994567871094,101.69151763916015,110.82093048095703,126.17849578857422,142.94719848632815
G6111,Ethiopia,G6111,Shetbe,36.35,7.45,284.2264709472656,407.65814208984375,514.3999226888021,567.7708129882812,152.2864532470703,165.046435546875,186.5736877441406,239.7519073486328,265.85716552734374,345.9165954589844
G6112,Ethiopia,G6112,Sekta,36.75,7.65,74.4368667602539,83.03060150146484,90.46233367919922,94.1781997680664,,,,,,
