ID,Country,station,location,lon,lat,rl2,rl5,rl10,rl20,Q10,Q20,Q30,Q50,Q80,Q90
G1681,South Africa,G1681,Riet River At Philippia,24.95,-29.35,,,,,,,,,,
G1682,South Africa,G1682,Orange River At Lesotho   Mantilane,28.45,-30.05,,,,,,,,,,
G1683,South Africa,G1683,Wilge River At Ballingtomp,28.65,-27.45,,,,,,,,,,
G1684,Sudan,G1684,Eddiem,34.85,11.25,,,,,,,,,,
G1685,Sudan,G1685,Ros Old,34.35,11.85,,,,,,,,,,
G1686,Sudan,G1686,Sennar U S,33.65,13.55,,,,,,,,,,
G1687,Sudan,G1687,Khartoum,32.55,15.65,,,,,,,,,,
G1688,Sudan,G1688,Dongola,30.45,19.15,,,,,,,,,,
G1689,Sudan,G1689,Malakal,31.65,9.55,,,,,,,,,,
G1724,Malawi,G1724,Na,35.15,-16.55,3025.915283203125,3834.115966796875,4533.035400390625,4882.4951171875,2345.198486328125,2514.80107421875,2666.77900390625,3409.673095703125,3958.835986328125,4409.718359375001
G1727,Namibia,G1727,Na,24.65,-17.55,,,,,,,,,,
G1735,Zambia,G1735,Na,30.55,-11.35,842.196044921875,1162.203125,1438.940185546875,1577.3087158203125,557.3826293945312,634.4665283203126,745.6733154296875,808.795654296875,1047.6865234375,1390.3924072265627
G1744,Chad,G1744,Na,15.75,9.85,,,,,,,,,,
G1745,Chad,G1745,Na,18.25,9.25,,,,,,,,,,
G1782,Mozambique,G1782,Na,34.55,-19.35,,,,,,,,,,
G1783,Zambia,G1783,Na,30.35,-15.35,4413.7744140625,6335.29150390625,7996.990397135416,8827.83984375,2914.2018066406254,3063.247607421875,3221.6404296875,4053.615966796875,6061.391796875001,6943.912109375
G1784,Mali,G1784,Na,-3.45,16.15,,,,,,,,,,
G1785,Mali,G1785,Na,-0.25,16.65,,,,,,,,,,
G1786,Mali,G1786,Na,-6.45,13.35,,,,,,,,,,
G1787,Guinea,G1787,Na,-9.25,10.65,,,,,,,,,,
G1790,Namibia,G1790,Na,24.55,-18.05,,,,,,,,,,
G1791,Zambia,G1791,Na,23.25,-16.25,4416.46630859375,6242.576171875,7821.767578125,8611.36328125,2211.7468750000003,3035.84931640625,3700.0046875,4944.7568359375,7155.839453125,7724.90458984375
G1792,Zambia,G1792,Na,22.95,-15.35,4395.5869140625,6140.25244140625,7649.012532552083,8403.392578125,2167.040380859375,3012.69599609375,3697.370849609375,4901.87060546875,6994.33740234375,7525.195019531249
G1793,Botswana,G1793,Na,22.25,-18.75,,,,,,,,,,
G1827,Congo,G1827,Na,28.65,-9.75,,,,,,,,,,
G1828,Congo,G1828,Na,28.55,-10.25,,,,,,,,,,
G1889,Mozambique,G1889,Na,32.85,-24.45,,,,,,,,,,
G1890,Mozambique,G1890,Na,32.45,-23.55,,,,,,,,,,
G1891,Congo,G1891,Na,27.45,-10.45,,,,,,,,,,
G1892,Tanzania,G1892,Na,38.95,-8.05,,,,,,,,,,
G1893,Tanzania,G1893,Na,36.75,-8.15,,,,,,,,,,
G1894,Niger,G1894,Na,3.55,11.75,,,,,,,,,,
G1895,Nigeria,G1895,Na,4.05,11.45,,,,,,,,,,
G1896,Nigeria,G1896,Na,4.35,11.15,,,,,,,,,,
G1897,Nigeria,G1897,Na,5.15,9.05,,,,,,,,,,
G1898,Nigeria,G1898,Na,6.75,6.25,,,,,,,,,,
G1899,Nigeria,G1899,Na,6.85,6.55,,,,,,,,,,
G1900,Nigeria,G1900,Na,8.85,7.75,,,,,,,,,,
G1901,Ethiopia,G1901,Omo River Delta,36.05,4.85,5345.4423828125,5912.47119140625,6402.82861328125,6648.00732421875,4406.3244140625,4582.47236328125,4782.3390625,5141.4892578125,5606.6751953125,5660.32177734375
G1902,Ethiopia,G1902,Na,42.05,4.75,443.921875,598.326171875,731.8526204427083,798.6158447265625,280.4273986816406,306.6284118652344,354.2648071289062,402.79656982421875,488.5028930664063,638.2004638671875
G1903,Somalia,G1903,Na,45.45,2.55,,,,,,,,,,
G1904,Ethiopia,G1904,Na,44.85,5.05,3038.344970703125,3505.65869140625,3909.7843424479165,4111.84716796875,2029.235791015625,2165.685888671875,2251.8331054687496,2687.5654296875,3289.153125,3535.9640625
G1905,Ethiopia,G1905,Na,44.45,5.45,3057.921630859375,3530.08251953125,3938.4002278645835,4142.55908203125,2094.4224121093753,2170.078759765625,2296.85029296875,2679.459228515625,3288.8853515625,3577.4691406250004
G1906,Ethiopia,G1906,Na,44.15,5.55,3081.83642578125,3558.365234375,3970.4599609375,4176.50732421875,2143.06728515625,2154.85791015625,2305.509521484375,2657.480712890625,3294.06796875,3611.9744140625
G1907,Ethiopia,G1907,Na,43.05,6.05,3148.833251953125,3613.4208984375,4015.1888020833335,4216.07275390625,2022.526904296875,2144.17734375,2347.7322753906246,2802.16064453125,3267.143896484375,3655.176123046875
G1908,Somalia,G1908,Jowhar,45.55,2.85,,,,,,,,,,
G1909,Sudan,G1909,Na,32.75,12.35,,,,,,,,,,
G1910,Sudan,G1910,Na,32.45,13.75,,,,,,,,,,
G1911,Sudan,G1911,Na,32.25,14.75,,,,,,,,,,
G1912,Sudan,G1912,Na,33.95,13.25,,,,,,,,,,
G1913,Sudan,G1913,Na,33.55,13.75,,,,,,,,,,
G1914,Sudan,G1914,Na,32.45,15.55,,,,,,,,,,
G1915,Sudan,G1915,Na,32.85,16.45,,,,,,,,,,
G1916,Madagascar,G1916,Na,49.05,-13.15,,,,,,,,,,
G1979,Namibia,G1979,Na,19.65,-17.85,,,,,,,,,,
G2001,Malawi,G2001,Na,34.95,-16.25,2731.89794921875,3305.39111328125,3801.3388671875,4049.312744140625,2279.93642578125,2354.157470703125,2568.72587890625,3011.001708984375,3472.5873046875004,3624.6476562499997
G4195,Marocco,G4195,Na,-6.35,34.55,,,,,,,,,,
G4199,Marocco,G4199,Na,-3.15,34.45,,,,,,,,,,
G4200,Marocco,G4200,Na,-2.95,34.45,,,,,,,,,,
G4208,Algeria,G4208,Na,6.05,34.25,,,,,,,,,,
G4209,Algeria,G4209,Na,6.45,34.25,,,,,,,,,,
G4212,Algeria,G4212,Na,6.05,34.15,,,,,,,,,,
G4213,Algeria,G4213,Na,6.25,34.15,,,,,,,,,,
G4233,Tunisia,G4233,Na,8.35,33.75,,,,,,,,,,
G4274,Algeria,G4274,Na,7.15,32.35,,,,,,,,,,
G4280,Algeria,G4280,Na,7.25,32.15,,,,,,,,,,
G4302,Algeria,G4302,Na,7.65,31.45,,,,,,,,,,
G4306,Algeria,G4306,Na,7.55,31.35,,,,,,,,,,
G4319,Algeria,G4319,Na,5.75,31.15,,,,,,,,,,
G4320,Algeria,G4320,Na,5.85,31.15,,,,,,,,,,
G4325,Algeria,G4325,Na,5.05,31.05,,,,,,,,,,
G4326,Algeria,G4326,Na,5.15,31.05,,,,,,,,,,
G4337,Libya,G4337,Na,15.35,30.85,,,,,,,,,,
G4338,Libya,G4338,Na,15.45,30.85,,,,,,,,,,
G4341,Marocco,G4341,Na,-4.55,30.75,,,,,,,,,,
G4342,Marocco,G4342,Na,-4.45,30.75,,,,,,,,,,
G4346,Algeria,G4346,Na,-4.35,30.65,,,,,,,,,,
G4347,Algeria,G4347,Na,-2.85,31.45,,,,,,,,,,
G4352,Algeria,G4352,Na,-2.25,30.55,,,,,,,,,,
G4390,Algeria,G4390,Na,-1.15,29.35,,,,,,,,,,
G4397,Algeria,G4397,Na,-0.95,29.25,,,,,,,,,,
G4404,Algeria,G4404,Na,0.05,29.05,,,,,,,,,,
G4405,Algeria,G4405,Na,0.15,29.05,,,,,,,,,,
G4414,Libya,G4414,Na,21.85,28.85,,,,,,,,,,
G4415,Libya,G4415,Na,21.95,28.85,,,,,,,,,,
G4433,Egypt,G4433,Na,30.85,28.35,,,,,,,,,,
G4436,Egypt,G4436,Na,30.75,28.25,,,,,,,,,,
G4438,Libya,G4438,Na,22.25,28.15,,,,,,,,,,
G4442,Libya,G4442,Na,22.35,28.05,,,,,,,,,,
G4452,Algeria,G4452,Na,-7.65,27.75,,,,,,,,,,
G4459,Algeria,G4459,Na,-7.85,27.65,,,,,,,,,,
G4460,Libya,G4460,Na,22.35,27.65,,,,,,,,,,
G4461,Libya,G4461,Na,22.45,27.65,,,,,,,,,,
G4463,Libya,G4463,Na,13.95,27.45,,,,,,,,,,
G4464,Libya,G4464,Na,14.15,27.45,,,,,,,,,,
G4473,Algeria,G4473,Na,8.65,27.05,,,,,,,,,,
G4476,Western Sahara,G4476,Na,-11.45,26.95,,,,,,,,,,
G4477,Algeria,G4477,Na,-0.25,26.95,,,,,,,,,,
G4478,Algeria,G4478,Na,8.55,26.95,,,,,,,,,,
G4479,Libya,G4479,Na,21.85,26.95,,,,,,,,,,
G4480,Libya,G4480,Na,21.95,26.95,,,,,,,,,,
G4484,Western Sahara,G4484,Na,-13.05,26.85,,,,,,,,,,
G4485,Western Sahara,G4485,Na,-12.95,26.85,,,,,,,,,,
G4486,Western Sahara,G4486,Na,-11.45,26.85,,,,,,,,,,
G4499,Libya,G4499,Na,21.35,26.55,,,,,,,,,,
G4506,Libya,G4506,Na,21.35,26.45,,,,,,,,,,
G4512,Egypt,G4512,Na,32.75,26.25,,,,,,,,,,
G4519,Egypt,G4519,Na,32.75,26.05,,,,,,,,,,
G4524,Algeria,G4524,Na,5.25,25.95,,,,,,,,,,
G4525,Algeria,G4525,Na,5.35,25.95,,,,,,,,,,
G4527,Algeria,G4527,Na,5.25,25.85,,,,,,,,,,
G4528,Algeria,G4528,Na,5.35,25.85,,,,,,,,,,
G4535,Libya,G4535,Na,18.85,25.75,,,,,,,,,,
G4536,Libya,G4536,Na,19.15,25.75,,,,,,,,,,
G4545,Libya,G4545,Na,18.85,25.65,,,,,,,,,,
G4546,Libya,G4546,Na,19.15,25.65,,,,,,,,,,
G4580,Egypt,G4580,Na,32.95,24.45,,,,,,,,,,
G4584,Egypt,G4584,Na,32.85,24.35,,,,,,,,,,
G4588,Libya,G4588,Na,23.25,24.15,,,,,,,,,,
G4589,Libya,G4589,Na,23.35,24.15,,,,,,,,,,
G4598,Libya,G4598,Na,18.25,23.85,,,,,,,,,,
G4603,Libya,G4603,Na,17.15,23.65,,,,,,,,,,
G4605,Libya,G4605,Na,17.15,23.55,,,,,,,,,,
G4609,Algeria,G4609,Na,1.05,23.45,,,,,,,,,,
G4613,Algeria,G4613,Na,1.05,23.35,,,,,,,,,,
G4614,Egypt,G4614,Na,30.15,23.35,,,,,,,,,,
G4617,Egypt,G4617,Na,30.25,23.25,,,,,,,,,,
G4633,Egypt,G4633,Na,33.25,22.55,,,,,,,,,,
G4634,Egypt,G4634,Na,33.35,22.55,,,,,,,,,,
G4637,Algeria,G4637,Na,2.35,22.25,,,,,,,,,,
G4638,Algeria,G4638,Na,3.35,22.25,,,,,,,,,,
G4639,Algeria,G4639,Na,1.55,22.15,,,,,,,,,,
G4640,Algeria,G4640,Na,2.35,22.15,,,,,,,,,,
G4641,Algeria,G4641,Na,3.35,22.15,,,,,,,,,,
G4642,Algeria,G4642,Na,1.55,22.05,,,,,,,,,,
G4648,Sudan,G4648,Na,27.95,21.95,,,,,,,,,,
G4653,Sudan,G4653,Na,28.05,21.85,,,,,,,,,,
G4666,Algeria,G4666,Na,7.45,21.45,,,,,,,,,,
G4669,Algeria,G4669,Na,7.25,21.35,,,,,,,,,,
G4670,Niger,G4670,Na,10.95,21.35,,,,,,,,,,
G4671,Niger,G4671,Na,11.05,21.35,,,,,,,,,,
G4687,Algeria,G4687,Na,7.45,20.95,,,,,,,,,,
G4690,Niger,G4690,Na,7.55,20.85,,,,,,,,,,
G4699,Niger,G4699,Na,11.35,20.45,,,,,,,,,,
G4700,Niger,G4700,Na,11.45,20.45,,,,,,,,,,
G4706,Sudan,G4706,Na,30.65,20.25,,,,,,,,,,
G4710,Sudan,G4710,Na,30.55,20.15,,,,,,,,,,
G4714,Niger,G4714,Na,10.95,19.85,,,,,,,,,,
G4717,Algeria,G4717,Na,6.15,19.75,,,,,,,,,,
G4718,Niger,G4718,Na,6.25,19.75,,,,,,,,,,
G4721,Niger,G4721,Na,10.95,19.65,,,,,,,,,,
G4722,Niger,G4722,Na,11.05,19.65,,,,,,,,,,
G4723,Niger,G4723,Na,11.25,19.65,,,,,,,,,,
G4726,Mali,G4726,Na,-3.45,19.45,,,,,,,,,,
G4727,Chad,G4727,Na,20.25,19.45,,,,,,,,,,
G4728,Chad,G4728,Na,20.35,19.45,,,,,,,,,,
G4729,Mali,G4729,Na,-3.25,19.35,,,,,,,,,,
G4730,Mali,G4730,Na,-3.05,19.35,,,,,,,,,,
G4731,Mali,G4731,Na,-3.75,19.25,,,,,,,,,,
G4732,Mali,G4732,Na,-3.55,19.25,,,,,,,,,,
G4733,Mali,G4733,Na,-3.75,19.15,,,,,,,,,,
G4734,Mali,G4734,Na,0.55,19.15,,,,,,,,,,
G4740,Mali,G4740,Na,0.45,19.05,,,,,,,,,,
G4744,Niger,G4744,Na,4.95,18.95,,,,,,,,,,
G4746,Mauritania,G4746,Na,-12.15,18.85,,,,,,,,,,
G4747,Niger,G4747,Na,4.95,18.85,,,,,,,,,,
G4748,Sudan,G4748,Na,33.55,18.85,,,,,,,,,,
G4749,Sudan,G4749,Na,33.65,18.85,,,,,,,,,,
G4752,Mauritania,G4752,Na,-12.15,18.75,,,,,,,,,,
G4753,Niger,G4753,Na,5.35,18.75,,,,,,,,,,
G4754,Niger,G4754,Na,5.45,18.75,,,,,,,,,,
G4755,Niger,G4755,Na,6.55,18.75,,,,,,,,,,
G4756,Niger,G4756,Na,6.65,18.75,,,,,,,,,,
G4757,Sudan,G4757,Na,25.25,18.75,,,,,,,,,,
G4762,Sudan,G4762,Na,25.45,18.65,,,,,,,,,,
G4765,Sudan,G4765,Na,25.35,18.55,,,,,,,,,,
G4766,Sudan,G4766,Na,25.35,18.45,,,,,,,,,,
G4768,Niger,G4768,Na,6.35,18.35,,,,,,,,,,
G4769,Sudan,G4769,Na,25.55,18.35,,,,,,,,,,
G4772,Sudan,G4772,Na,25.65,18.25,,,,,,,,,,
G4773,Sudan,G4773,Na,30.65,18.25,,,,,,,,,,
G4774,Sudan,G4774,Na,30.75,18.25,,,,,,,,,,
G4778,Niger,G4778,Na,5.35,18.15,,,,,,,,,,
G4779,Niger,G4779,Na,5.55,18.15,,,,,,,,,,
G4780,Niger,G4780,Na,6.05,18.15,,,,,,,,,,
G4781,Sudan,G4781,Na,31.55,18.15,,,,,,,,,,
G4782,Mali,G4782,Na,0.45,18.05,,,,,,,,,,
G4783,Niger,G4783,Na,5.45,18.05,,,,,,,,,,
G4784,Niger,G4784,Na,5.55,18.05,,,,,,,,,,
G4785,Niger,G4785,Na,5.85,18.05,,,,,,,,,,
G4786,Niger,G4786,Na,6.05,18.05,,,,,,,,,,
G4787,Sudan,G4787,Na,31.05,18.05,,,,,,,,,,
G4788,Sudan,G4788,Na,31.55,18.05,,,,,,,,,,
G4789,Sudan,G4789,Na,31.65,18.05,,,,,,,,,,
G4791,Mali,G4791,Na,0.55,17.95,,,,,,,,,,
G4792,Niger,G4792,Na,4.95,17.95,,,,,,,,,,
G4793,Niger,G4793,Na,5.15,17.95,,,,,,,,,,
G4794,Niger,G4794,Na,6.05,17.95,,,,,,,,,,
G4795,Sudan,G4795,Na,30.95,17.95,,,,,,,,,,
G4796,Sudan,G4796,Na,31.65,17.95,,,,,,,,,,
G4800,Chad,G4800,Na,16.35,17.75,,,,,,,,,,
G4801,Chad,G4801,Na,16.45,17.75,,,,,,,,,,
G4803,Sudan,G4803,Na,34.05,17.65,,,,,,,,,,
G4804,Sudan,G4804,Na,37.35,17.65,,,,,,,,,,
G4805,Sudan,G4805,Na,37.45,17.65,,,,,,,,,,
G4807,Sudan,G4807,Na,33.95,17.55,,,,,,,,,,
G4809,Niger,G4809,Na,4.25,17.45,,,,,,,,,,
G4810,Niger,G4810,Na,4.45,17.45,,,,,,,,,,
G4811,Chad,G4811,Na,19.45,17.45,,,,,,,,,,
G4812,Sudan,G4812,Na,29.05,17.45,,,,,,,,,,
G4813,Sudan,G4813,Na,34.55,17.45,,,,,,,,,,
G4816,Mali,G4816,Na,4.15,17.35,,,,,,,,,,
G4817,Niger,G4817,Na,4.25,17.35,,,,,,,,,,
G4818,Sudan,G4818,Na,29.15,17.35,,,,,,,,,,
G4819,Sudan,G4819,Na,33.75,17.35,,,,,,,,,,
G4820,Sudan,G4820,Na,33.95,17.35,,,,,,,,,,
G4821,Sudan,G4821,Na,34.45,17.35,,,,,,,,,,
G4822,Sudan,G4822,Na,34.55,17.35,,,,,,,,,,
G4823,Sudan,G4823,Na,26.05,17.25,,,,,,,,,,
G4824,Sudan,G4824,Na,26.65,17.25,,,,,,,,,,
G4825,Sudan,G4825,Na,26.75,17.25,,,,,,,,,,
G4826,Sudan,G4826,Na,34.45,17.25,,,,,,,,,,
G4827,Chad,G4827,Na,18.85,17.15,,,,,,,,,,
G4828,Sudan,G4828,Na,26.05,17.15,,,,,,,,,,
G4829,Mali,G4829,Na,-1.45,16.95,,,,,,,,,,
G4830,Mali,G4830,Na,-1.35,16.95,,,,,,,,,,
G4831,Chad,G4831,Na,17.35,16.95,,,,,,,,,,
G4832,Chad,G4832,Na,17.65,16.95,,,,,,,,,,
G4833,Chad,G4833,Na,17.75,16.95,,,,,,,,,,
G4834,Chad,G4834,Na,17.95,16.95,,,,,,,,,,
G4835,Chad,G4835,Na,18.15,16.95,,,,,,,,,,
G4836,Chad,G4836,Na,18.85,16.95,,,,,,,,,,
G4837,Eritrea,G4837,Na,37.35,16.95,,,,,,,,,,
G4838,Eritrea,G4838,Na,37.45,16.95,,,,,,,,,,
G4839,Chad,G4839,Na,17.35,16.85,,,,,,,,,,
G4840,Chad,G4840,Na,17.75,16.85,,,,,,,,,,
G4841,Chad,G4841,Na,18.15,16.75,,,,,,,,,,
G4842,Mali,G4842,Na,-4.95,16.65,,,,,,,,,,
G4843,Chad,G4843,Na,16.25,16.65,,,,,,,,,,
G4845,Mali,G4845,Na,-5.05,16.55,,,,,,,,,,
G4846,Chad,G4846,Na,16.25,16.55,,,,,,,,,,
G4849,Senegal,G4849,Na,-15.65,16.45,,,,,,,,,,
G4850,Mali,G4850,Na,0.05,16.45,,,,,,,,,,
G4851,Mali,G4851,Na,0.15,16.45,,,,,,,,,,
G4852,Chad,G4852,Na,16.15,16.45,,,,,,,,,,
G4853,Chad,G4853,Na,16.25,16.45,,,,,,,,,,
G4854,Sudan,G4854,Na,29.35,16.45,,,,,,,,,,
G4856,Senegal,G4856,Na,-15.75,16.35,,,,,,,,,,
G4857,Mali,G4857,Na,-0.05,16.35,,,,,,,,,,
G4858,Sudan,G4858,Na,29.45,16.35,,,,,,,,,,
G4859,Mali,G4859,Na,0.05,16.25,,,,,,,,,,
G4861,Mauritania,G4861,Na,-13.45,16.15,,,,,,,,,,
G4862,Niger,G4862,Na,11.25,16.15,,,,,,,,,,
G4863,Senegal,G4863,Na,-13.55,16.05,,,,,,,,,,
G4865,Niger,G4865,Na,11.25,15.95,,,,,,,,,,
G4866,Chad,G4866,Na,18.35,15.75,,,,,,,,,,
G4867,Chad,G4867,Na,18.45,15.75,,,,,,,,,,
G4868,Chad,G4868,Na,18.25,15.65,,,,,,,,,,
G4869,Chad,G4869,Na,18.35,15.65,,,,,,,,,,
G4872,Mali,G4872,Na,-4.55,15.65,,,,,,,,,,
G4874,Chad,G4874,Na,17.95,15.35,,,,,,,,,,
G4875,Chad,G4875,Na,18.05,15.35,,,,,,,,,,
G4876,Niger,G4876,Na,3.35,15.25,,,,,,,,,,
G4877,Niger,G4877,Na,3.45,15.25,,,,,,,,,,
G4878,Sudan,G4878,Na,33.25,15.05,,,,,,,,,,
G4879,Sudan,G4879,Na,33.25,14.95,,,,,,,,,,
G4880,Mali,G4880,Na,-12.15,14.75,,,,,,,,,,
G4881,Mali,G4881,Na,-11.95,14.75,,,,,,,,,,
G4882,Chad,G4882,Na,18.25,14.75,,,,,,,,,,
G4883,Mali,G4883,Na,-11.95,14.65,,,,,,,,,,
G4884,Chad,G4884,Na,16.95,14.55,,,,,,,,,,
G4885,Chad,G4885,Na,17.15,14.55,,,,,,,,,,
G4886,Mali,G4886,Na,-8.85,14.45,,,,,,,,,,
G4887,Burkina Faso,G4887,Bassieri,0.35,12.75,,,,,,,,,,
G4888,Sudan,G4888,Na,32.05,14.45,,,,,,,,,,
G4889,Sudan,G4889,Na,33.65,14.45,,,,,,,,,,
G4890,Mali,G4890,Na,-8.85,14.35,,,,,,,,,,
G4891,Niger,G4891,Na,12.95,14.35,,,,,,,,,,
G4892,Sudan,G4892,Na,33.55,14.35,,,,,,,,,,
G4893,Niger,G4893,Na,12.95,14.25,,,,,,,,,,
G4894,Sudan,G4894,Na,35.85,14.25,,,,,,,,,,
G4895,Sudan,G4895,Na,35.95,14.25,,,,,,,,,,
G4898,Niger,G4898,Na,7.75,13.95,,,,,,,,,,
G4899,Sudan,G4899,Na,33.75,13.95,,,,,,,,,,
G4900,Burkina Faso,G4900,Sebba,0.45,13.45,,,,,,,,,,
G4901,Niger,G4901,Na,2.95,13.85,,,,,,,,,,
G4902,Niger,G4902,Na,3.05,13.85,,,,,,,,,,
G4903,Niger,G4903,Na,7.85,13.85,,,,,,,,,,
G4904,Niger,G4904,Na,13.25,13.75,,,,,,,,,,
G4905,Nigeria,G4905,Na,5.75,13.65,,,,,,,,,,
G4906,Nigeria,G4906,Na,13.25,13.65,,,,,,,,,,
G4908,Nigeria,G4908,Na,5.75,13.55,,,,,,,,,,
G4909,Nigeria,G4909,Na,5.85,13.55,,,,,,,,,,
G4912,Niger,G4912,Boss̩ bangou,1.25,13.35,,,,,,,,,,
G4913,Nigeria,G4913,Na,5.75,13.45,,,,,,,,,,
G4915,Burkina Faso,G4915,Liptougou,0.25,13.15,,,,,,,,,,
G4917,Nigeria,G4917,Na,5.25,13.15,,,,,,,,,,
G4918,Niger,G4918,Na,2.35,13.05,,,,,,,,,,
G4919,Nigeria,G4919,Na,5.25,13.05,,,,,,,,,,
G4920,Nigeria,G4920,Na,11.45,13.05,,,,,,,,,,
G4921,Niger,G4921,Na,12.35,13.05,,,,,,,,,,
G4922,Nigeria,G4922,Na,12.35,12.95,,,,,,,,,,
G4923,Burkina Faso,G4923,Na,-3.45,12.85,,,,,,,,,,
G4924,Nigeria,G4924,Na,9.85,12.85,,,,,,,,,,
G4925,Chad,G4925,Na,16.65,12.85,,,,,,,,,,
G4926,Chad,G4926,Na,16.85,12.85,,,,,,,,,,
G4927,Nigeria,G4927,Na,10.65,12.75,,,,,,,,,,
G4928,Chad,G4928,Na,17.55,12.75,,,,,,,,,,
G4930,Mali,G4930,Na,-6.45,12.65,,,,,,,,,,
G4931,Republic of Liberia,G4931,Cestos River at Iti (08CE001),-9.25,5.65,,,,,,,,,,
G4932,Nigeria,G4932,Na,10.65,12.65,,,,,,,,,,
G4933,Nigeria,G4933,Na,13.45,12.55,,,,,,,,,,
G4934,Niger,G4934,Na,2.85,12.45,,,,,,,,,,
G4935,Nigeria,G4935,Na,13.55,12.45,,,,,,,,,,
G4938,Nigeria,G4938,Na,3.95,12.15,,,,,,,,,,
G4939,Nigeria,G4939,Na,4.15,12.15,,,,,,,,,,
G4940,Chad,G4940,Na,22.45,12.15,,,,,,,,,,
G4941,Chad,G4941,Na,22.55,12.05,,,,,,,,,,
G4942,Sudan,G4942,Na,27.05,12.05,,,,,,,,,,
G4943,Benin,G4943,Na,3.15,11.95,,,,,,,,,,
G4944,Sudan,G4944,Na,26.95,11.95,,,,,,,,,,
G4947,Republic of Liberia,G4947,Lofa Bridge (03LO001)=,-10.75,7.15,,,,,,,,,,
G4948,Republic of Liberia,G4948,Kaiha at Kolba (01MA001)=,-10.05,8.35,,,,,,,,,,
G4949,Sudan,G4949,Na,28.05,11.25,,,,,,,,,,
G4950,Sudan,G4950,Na,28.15,11.25,,,,,,,,,,
G4951,Ethiopia,G4951,Na,41.65,11.15,1301.3746337890625,1723.4732666015625,2088.497762044271,2271.010009765625,838.482568359375,879.3018188476562,937.2447631835937,1079.59375,1543.6714355468753,1633.9280029296876
G4952,Republic of Liberia,G4952,St.Paul River at Haindi (04SP001),-9.95,6.05,,,,,,,,,,
G4953,Ethiopia,G4953,Bahir Dar,37.35,11.55,723.4513549804688,849.22412109375,957.990478515625,1012.3736572265625,613.488818359375,652.3878173828125,670.4457641601563,706.9403686523438,819.8893676757813,900.7261108398438
G4954,Ethiopia,G4954,Na,41.65,11.05,258.0003967285156,461.0303955078125,636.6075846354166,724.3961791992188,70.23377075195312,81.35906066894532,111.9245864868164,140.6224365234375,277.98308715820315,339.22943725585935
G4955,Sudan,G4955,Na,32.55,10.95,,,,,,,,,,
G4956,Sudan,G4956,Na,32.75,10.95,,,,,,,,,,
G4957,Ethiopia,G4957,Nr. BAHIR DAR,37.65,11.75,298.8839416503906,341.8687744140625,379.0413818359375,397.627685546875,253.63200683593752,273.3517639160156,280.022265625,294.85455322265625,316.7887268066406,327.87647094726566
G4958,Sudan,G4958,Na,27.55,10.85,,,,,,,,,,
G4959,Sudan,G4959,Na,27.65,10.85,,,,,,,,,,
G4960,Ethiopia,G4960,Na,35.15,10.85,14106.119140625,15115.3671875,15988.1484375,16424.5390625,12684.23046875,13168.6408203125,13780.051171875,14257.443359375,14537.696484375,14791.1162109375
G4961,Chad,G4961,Na,19.75,10.75,,,,,,,,,,
G4962,Chad,G4962,Na,19.85,10.75,,,,,,,,,,
G4964,Chad,G4964,Na,16.55,10.55,,,,,,,,,,
G4965,Ethiopia,G4965,Nr. ADDIS ZEMEN,37.75,12.05,305.7332458496094,351.99542236328125,392.0022379557292,412.0056457519531,232.3468017578125,253.11602172851562,267.3280395507812,287.1391296386719,329.9875,350.07536010742183
G4967,Chad,G4967,Na,16.45,10.45,,,,,,,,,,
G4968,Sudan,G4968,Na,25.35,10.45,,,,,,,,,,
G4969,Ethiopia,G4969,Na,35.25,10.45,13544.32421875,14553.90625,15426.9765625,15863.51171875,12179.74453125,12692.805078125,12949.581640625,13589.7568359375,14075.0400390625,14115.5576171875
G4970,Sudan,G4970,Na,25.35,10.35,,,,,,,,,,
G4971,Sudan,G4971,Na,27.35,10.35,,,,,,,,,,
G4972,Sudan,G4972,Na,27.45,10.35,,,,,,,,,,
G4973,Sudan,G4973,Na,32.05,10.35,,,,,,,,,,
G4974,Sudan,G4974,Na,32.25,10.35,,,,,,,,,,
G4975,Sudan,G4975,Na,32.35,10.35,,,,,,,,,,
G4976,Sudan,G4976,Na,32.25,10.25,,,,,,,,,,
G4977,Ethiopia,G4977,Nr. MARAWI,37.05,11.35,470.8480224609375,657.644775390625,819.1837565104166,899.9532470703125,199.24537353515626,211.9244598388672,255.3706115722656,335.212646484375,515.939990234375,608.4440673828126
G4978,Nigeria,G4978,Na,11.85,10.05,,,,,,,,,,
G4979,Ethiopia,G4979,Na,35.75,10.05,10601.294921875,11501.1513671875,12279.3330078125,12668.423828125,9678.2302734375,9865.9626953125,9937.34375,10352.615234375,11364.965625,11637.942578125001
G4980,Ethiopia,G4980,Nr. Kessie,38.15,10.05,6201.88525390625,6906.91015625,7516.604817708333,7821.4521484375,5339.487011718749,5552.3017578125,5663.54482421875,6243.58154296875,6571.5091796875,6876.55849609375
G4981,Sudan,G4981,Na,27.55,9.85,,,,,,,,,,
G4982,Sudan,G4982,Na,29.15,9.85,,,,,,,,,,
G4983,Ethiopia,G4983,Na,35.75,9.85,3193.931396484375,3643.375732421875,4032.0484212239585,4226.384765625,2466.90869140625,2668.31396484375,2748.1588378906254,2886.707275390625,3443.10859375,3491.5102050781247
G4984,Central African Republic,G4984,Na,21.45,9.75,,,,,,,,,,
G4985,Sudan,G4985,Na,27.55,9.75,,,,,,,,,,
