gid;objectid;district_name;county_name;subcounty_name;pcode_district;subcounty_name_alternative;pcode_subcounty
7487;9769;AGAGO;AGAGO;OMIYA PACWA;21UGA001001;;21UGA00100110
1735;3158;AGAGO;AGAGO;PATONGO;21UGA001001;;21UGA00100114
1169;2093;AGAGO;AGAGO;ARUM;21UGA001001;;21UGA00100103
758;2591;AGAGO;AGAGO;LUKOLE;21UGA001001;;21UGA00100109
1320;3061;AGAGO;AGAGO;LAPONO;21UGA001001;;21UGA00100107
7116;3208;AGAGO;AGAGO;WOL;21UGA001001;;21UGA00100116
536;2518;AGAGO;AGAGO;LAMIYO;21UGA001001;;21UGA00100106
578;2427;AGAGO;AGAGO;KOTOMOL;21UGA001001;;21UGA00100105
1940;2914;AGAGO;AGAGO;KALONGO TOWN COUNCIL;21UGA001001;;21UGA00100104
7486;9769;AGAGO;AGAGO;PARABONGO;21UGA001001;;21UGA00100113
856;3123;AGAGO;AGAGO;PATONGO TOWN COUNCIL;21UGA001001;;21UGA00100115
1088;9766;AGAGO;AGAGO;PAIMOL;21UGA001001;;21UGA00100112
6945;3050;AGAGO;AGAGO;OMOT;21UGA001001;;21UGA00100111
531;2370;AGAGO;AGAGO;LIRA PALWO;21UGA001001;;21UGA00100108
898;2723;AGAGO;AGAGO;ADILANG;21UGA001001;;21UGA00100101
1193;2491;AGAGO;AGAGO;AGAGO TOWN COUNCIL;21UGA001001;;21UGA00100102
11;1917;AMURU;KILAK;LAMOGI;21UGA001002;;21UGA00100204
75;1968;AMURU;KILAK;ATIAAK;21UGA001002;Attiak;21UGA00100203
6974;3075;AMURU;KILAK;AMURU TOWN COUNCIL;21UGA001002;;21UGA00100202
1166;2932;AMURU;KILAK;AMURU;21UGA001002;;21UGA00100201
116;2993;AMURU;KILAK;PABBO;21UGA001002;Pabo;21UGA00100205
635;2008;GULU;GULU MUNICIPALITY;BAR-DEGE;21UGA001003;Bar Dege Division;21UGA00100302
375;1960;GULU;ASWA;UNYAMA;21UGA001003;;21UGA00100310
3155;3066;GULU;GULU MUNICIPALITY;LAYIBI;21UGA001003;Layibi Division;21UGA00100305
787;2634;GULU;GULU MUNICIPALITY;PECE;21UGA001003;Pece Division;21UGA00100309
1973;2023;GULU;GULU MUNICIPALITY;LAROO;21UGA001003;Laroo Division;21UGA00100304
2819;2781;GULU;ASWA;PAICHO;21UGA001003;;21UGA00100306
878;2710;GULU;ASWA;AWACH;21UGA001003;;21UGA00100301
2161;546;GULU;ASWA;PALARO;21UGA001003;;21UGA00100307
951;2761;GULU;ASWA;BUNGATIRA;21UGA001003;;21UGA00100303
363;2228;GULU;ASWA;PATIKO;21UGA001003;;21UGA00100308
844;2044;KITGUM;CHUA;OROM;21UGA001004;;21UGA00100410
959;2775;KITGUM;CHUA;KITIGUM MATIDI;21UGA001004;;21UGA00100402
4966;2978;KITGUM;CHUA;OMIYA ANYIMA;21UGA001004;;21UGA00100409
1782;3441;KITGUM;CHUA;LABONGO AMIDA;21UGA001004;;21UGA00100404
359;2223;KITGUM;KITGUM MUNICIPALITY;PAGER DIVISION;21UGA001004;;21UGA00100411
2752;2715;KITGUM;KITGUM MUNICIPALITY;PANDWONG DIVISION;21UGA001004;;21UGA00100412
1187;2952;KITGUM;CHUA;MUCWINI;21UGA001004;;21UGA00100407
2169;553;KITGUM;CHUA;LABONGO AKWANG;21UGA001004;;21UGA00100403
34;1932;KITGUM;CHUA;NAMOKORA;21UGA001004;;21UGA00100408
86;1975;KITGUM;KITGUM MUNICIPALITY;CENTRAL DIVISION;21UGA001004;;21UGA00100401
1876;1947;KITGUM;CHUA;LABONGO LAYAMO;21UGA001004;;21UGA00100405
281;2172;KITGUM;CHUA;LAGORO;21UGA001004;;21UGA00100406
7355;2068;LAMWO;LAMWO;PADIBE TOWN COUNCIL;21UGA001005;;21UGA00100506
762;3411;LAMWO;LAMWO;LAMWO TOWN COUNCIL;21UGA001005;;21UGA00100502
1133;3089;LAMWO;LAMWO;PALABEK KAL;21UGA001005;;21UGA00100509
6872;2987;LAMWO;LAMWO;PALABEK OGILI;21UGA001005;;21UGA00100510
955;2767;LAMWO;LAMWO;LOKUNG;21UGA001005;;21UGA00100503
1832;3492;LAMWO;LAMWO;AGORO;21UGA001005;;21UGA00100501
6790;2903;LAMWO;LAMWO;PALABEK GEM;21UGA001005;;21UGA00100508
2836;2797;LAMWO;LAMWO;MADI OPEI;21UGA001005;;21UGA00100504
1632;3341;LAMWO;LAMWO;PALOGA;21UGA001005;;21UGA00100511
1833;3493;LAMWO;LAMWO;PADIBE EAST;21UGA001005;;21UGA00100505
167;2058;LAMWO;LAMWO;PADIBE WEST;21UGA001005;;21UGA00100507
545;2385;NWOYA;NWOYA;ALERO;21UGA001006;;21UGA00100601
628;2471;NWOYA;NWOYA;ANAKA TOWN COUNCIL;21UGA001006;;21UGA00100603
799;2649;NWOYA;NWOYA;KOCH GOMA;21UGA001006;Koch-Goma;21UGA00100604
1087;2854;NWOYA;NWOYA;PURONGO;21UGA001006;;21UGA00100605
4250;3275;NWOYA;NWOYA;ANAKA;21UGA001006;Anaka Payira;21UGA00100602
1375;3102;OMORO;OMORO;ONGAKO;21UGA001007;;21UGA00100707
2655;2624;OMORO;OMORO;LAKWANA;21UGA001007;;21UGA00100703
711;776;OMORO;OMORO;KORO;21UGA001007;;21UGA00100702
297;2192;OMORO;OMORO;BOBI;21UGA001007;;21UGA00100701
3654;3355;OMORO;OMORO;ODEK;21UGA001007;;21UGA00100705
513;2513;OMORO;OMORO;LALOGI;21UGA001007;;21UGA00100704
1085;3034;OMORO;OMORO;OMORO TOWN COUNCIL;21UGA001007;;21UGA00100706
447;2320;PADER;ARUU;PURANGA;21UGA001008;;21UGA00100812
2970;2340;PADER;ARUU;ATANGA;21UGA001008;;21UGA00100803
2523;2509;PADER;ARUU;ANGANGURA;21UGA001008;Angagura;21UGA00100802
1188;2953;PADER;ARUU;LAPUL;21UGA001008;;21UGA00100806
3916;2125;PADER;ARUU;PAJULE;21UGA001008;;21UGA00100811
6735;2851;PADER;ARUU;LATANYA;21UGA001008;;21UGA00100807
3390;2754;PADER;ARUU;PADER TOWN COUNCIL;21UGA001008;;21UGA00100810
1738;3402;PADER;ARUU;LAGUTI;21UGA001008;;21UGA00100805
4848;2879;PADER;ARUU;PADER;21UGA001008;;21UGA00100809
7121;3214;PADER;ARUU;ACHOLI BUR;21UGA001008;Acholibur;21UGA00100801
2699;2670;PADER;ARUU;OGOM;21UGA001008;;21UGA00100808
5253;3233;PADER;ARUU;AWERE;21UGA001008;;21UGA00100804
401;3945;BUHWEJU;BUHWEJU;BITSYA;21UGA002001;;21UGA00200102
314;3840;BUHWEJU;BUHWEJU;BURERE;21UGA002001;;21UGA00200103
260;9771;BUHWEJU;BUHWEJU;BIHANGA;21UGA002001;;21UGA00200101
1190;4709;BUHWEJU;BUHWEJU;RWENGWE;21UGA002001;;21UGA00200108
2468;4206;BUHWEJU;BUHWEJU;NSIIKA TOWN COUNCIL;21UGA002001;;21UGA00200106
3823;3653;BUHWEJU;BUHWEJU;KARUNGU;21UGA002001;;21UGA00200105
505;4048;BUHWEJU;BUHWEJU;NYAKISHANA;21UGA002001;;21UGA00200107
446;3995;BUHWEJU;BUHWEJU;ENGAJU;21UGA002001;;21UGA00200104
1769;5293;BUSHENYI;IGARA;KYAMUHUNGA TOWN COUNCIL;21UGA002002;;21UGA00200209
6917;5276;BUSHENYI;IGARA;BITOOMA;21UGA002002;;21UGA00200201
280;4223;BUSHENYI;IGARA;KYABUGIMBI;21UGA002002;;21UGA00200207
7383;3955;BUSHENYI;BUSHENYI-ISHAKA MUNICIPALITY;NYAKABIRIZI DIVISION;21UGA002002;;21UGA00200212
1934;3612;BUSHENYI;IGARA;BUMBAIRE;21UGA002002;;21UGA00200202
310;3831;BUSHENYI;IGARA;RUHUMURO;21UGA002002;;21UGA00200213
1035;4596;BUSHENYI;BUSHENYI-ISHAKA MUNICIPALITY;CENTRAL DIVISION;21UGA002002;Central Divison;21UGA00200203
487;4031;BUSHENYI;IGARA;KAKANJU;21UGA002002;;21UGA00200206
140;3655;BUSHENYI;IGARA;IBAARE;21UGA002002;;21UGA00200204
335;3618;BUSHENYI;IGARA;NYABUBAARE;21UGA002002;Nyabubare;21UGA00200211
164;4142;BUSHENYI;IGARA;KYAMUHUNGA;21UGA002002;;21UGA00200208
1047;4613;BUSHENYI;BUSHENYI-ISHAKA MUNICIPALITY;ISHAKA DIVISION;21UGA002002;Ishaka Divison;21UGA00200205
933;4484;BUSHENYI;IGARA;KYEIZOOBA;21UGA002002;;21UGA00200210
2899;4619;IBANDA;IBANDA;KEIHANGARA;21UGA002003;;21UGA00200307
630;4210;IBANDA;IBANDA;NYAMAREBE;21UGA002003;;21UGA00200311
5648;4558;IBANDA;IBANDA;RUSHANGO TOWN COUNCIL;21UGA002003;;21UGA00200313
3282;4978;IBANDA;IBANDA;IGORORA TOWN COUNCIL;21UGA002003;;21UGA00200303
7178;5057;IBANDA;IBANDA;ISHONGORORO TOWN COUNCIL;21UGA002003;;21UGA00200305
559;4115;IBANDA;IBANDA;KICUZI;21UGA002003;;21UGA00200308
780;816;IBANDA;IBANDA;ISHONGORORO;21UGA002003;;21UGA00200304
2376;4104;IBANDA;IBANDA;KIKYENKYE;21UGA002003;;21UGA00200310
827;831;IBANDA;IBANDA MUNICIPALITY;BISHESHE DIVISION;21UGA002003;Bisheshe;21UGA00200301
672;4257;IBANDA;IBANDA MUNICIPALITY;BUFUNDA DIVISION;21UGA002003;;21UGA00200302
427;3583;IBANDA;IBANDA MUNICIPALITY;KAGANGO DIVISION;21UGA002003;;21UGA00200306
7446;5339;IBANDA;IBANDA;KIJONGO;21UGA002003;;21UGA00200309
2097;5050;IBANDA;IBANDA;RUKIRI;21UGA002003;;21UGA00200312
251;9644;ISINGIRO;BUKANGA;RUGAAGA;21UGA002004;;21UGA00200418
257;9621;ISINGIRO;ISINGIRO;KABINGO;21UGA002004;;21UGA00200406
55;3555;ISINGIRO;ISINGIRO;KABUYANDA TOWN COUNCIL;21UGA002004;;21UGA00200408
664;4918;ISINGIRO;ISINGIRO;KABEREBERE TOWN COUNCIL;21UGA002004;;21UGA00200405
288;9634;ISINGIRO;ISINGIRO;KIKAGATE;21UGA002004;;21UGA00200411
7334;5227;ISINGIRO;BUKANGA;KAKAMBA;21UGA002004;;21UGA00200409
218;9604;ISINGIRO;ISINGIRO;MASHA;21UGA002004;;21UGA00200412
6744;4648;ISINGIRO;BUKANGA;MBAARE;21UGA002004;Mbarara;21UGA00200413
3921;3752;ISINGIRO;BUKANGA;KASHUMBA;21UGA002004;;21UGA00200410
3077;4772;ISINGIRO;ISINGIRO;KABUYANDA;21UGA002004;;21UGA00200407
466;9600;ISINGIRO;ISINGIRO;ISINGIRO TOWN COUNCIL;21UGA002004;;21UGA00200404
153;3667;ISINGIRO;BUKANGA;ENDIINZI;21UGA002004;;21UGA00200402
728;9610;ISINGIRO;ISINGIRO;BIREERE;21UGA002004;BIRERE;21UGA00200401
3872;9615;ISINGIRO;ISINGIRO;NYAMUYANJA;21UGA002004;;21UGA00200416
643;9623;ISINGIRO;ISINGIRO;NYAKITUNDA;21UGA002004;;21UGA00200415
7410;5305;ISINGIRO;BUKANGA;ENDIINZI TOWN COUNCIL;21UGA002004;;21UGA00200403
6889;4946;ISINGIRO;ISINGIRO;RUBOROGOTA;21UGA002004;;21UGA00200417
1168;9597;ISINGIRO;BUKANGA;NGARAMA;21UGA002004;;21UGA00200414
1486;9649;ISINGIRO;BUKANGA;RUSHASHA;21UGA002004;;21UGA00200419
225;3738;KIRUHURA;KAZO;KAZO;21UGA002005;;21UGA00200507
1351;4876;KIRUHURA;NYABUSHOZI;KASHONGI;21UGA002005;;21UGA00200506
46;3510;KIRUHURA;NYABUSHOZI;KIKAATSI;21UGA002005;;21UGA00200510
1748;5273;KIRUHURA;KAZO;BURUNGA;21UGA002005;;21UGA00200502
684;4274;KIRUHURA;NYABUSHOZI;KITURA;21UGA002005;;21UGA00200513
30;9197;KIRUHURA;KAZO;BUREMBA;21UGA002005;;21UGA00200501
472;9201;KIRUHURA;KAZO;NKUNGU;21UGA002005;;21UGA00200514
5886;3829;KIRUHURA;NYABUSHOZI;SANGA;21UGA002005;;21UGA00200517
1764;5289;KIRUHURA;KAZO;ENGARI;21UGA002005;;21UGA00200503
6779;4660;KIRUHURA;NYABUSHOZI;KIRUHURA TOWN COUNCIL;21UGA002005;Kiruhura;21UGA00200512
675;4258;KIRUHURA;KAZO;KAZO TOWN COUNCIL;21UGA002005;;21UGA00200508
1065;4633;KIRUHURA;NYABUSHOZI;KINONI;21UGA002005;;21UGA00200511
4697;4503;KIRUHURA;NYABUSHOZI;NYAKASHASHARA;21UGA002005;;21UGA00200515
7141;5024;KIRUHURA;KAZO;RWEMIKOMA;21UGA002005;;21UGA00200516
2783;4485;KIRUHURA;NYABUSHOZI;SANGA TOWN COUNCIL;21UGA002005;;21UGA00200518
998;4550;KIRUHURA;NYABUSHOZI;KANYARYERU;21UGA002005;;21UGA00200505
891;4435;KIRUHURA;KAZO;KANONI;21UGA002005;;21UGA00200504
7272;5141;KIRUHURA;NYABUSHOZI;KENSHUNGA;21UGA002005;;21UGA00200509
523;4063;MBARARA;KASHARI;KAGONGI;21UGA002006;;21UGA00200605
2685;4386;MBARARA;MBARARA MUNICIPALITY;NYAKYOJO DIVISION;21UGA002006;Nyakayojo Division;21UGA00200612
259;3778;MBARARA;MBARARA MUNICIPALITY;KAKIIKA DIVISION;21UGA002006;;21UGA00200606
3672;5380;MBARARA;KASHARI;BUKIRO;21UGA002006;;21UGA00200604
4187;4059;MBARARA;MBARARA MUNICIPALITY;NYAMITANGA DIVISION;21UGA002006;;21UGA00200613
144;3660;MBARARA;RWAMPARA;RUGANDO;21UGA002006;;21UGA00200616
533;4074;MBARARA;MBARARA MUNICIPALITY;KAMUKUZI DIVISION;21UGA002006;;21UGA00200608
614;4184;MBARARA;RWAMPARA;NDAIJA;21UGA002006;;21UGA00200611
6947;4832;MBARARA;KASHARI;RUBAYA;21UGA002006;;21UGA00200614
1048;4614;MBARARA;MBARARA MUNICIPALITY;KAKOBA DIVISION;21UGA002006;;21UGA00200607
561;4116;MBARARA;KASHARI;RWANYAMAHEMBE;21UGA002006;;21UGA00200617
7217;3872;MBARARA;MBARARA MUNICIPALITY;BIHARWE DIVISION;21UGA002006;;21UGA00200601
591;4157;MBARARA;KASHARI;KASHARE;21UGA002006;;21UGA00200609
599;4165;MBARARA;KASHARI;BUBAARE;21UGA002006;;21UGA00200602
3271;4968;MBARARA;RWAMPARA;MWIZI;21UGA002006;;21UGA00200610
1825;5365;MBARARA;RWAMPARA;BUGAMBA;21UGA002006;;21UGA00200603
1623;5133;MBARARA;KASHARI;RUBINDI;21UGA002006;;21UGA00200615
5;3506;MITOOMA;RUHINDA;KIYANGA;21UGA002007;;21UGA00200707
1706;5223;MITOOMA;RUHINDA;MAYANGA;21UGA002007;;21UGA00200708
1502;5023;MITOOMA;RUHINDA;MITOOMA TOWN COUNCIL;21UGA002007;;21UGA00200710
399;3942;MITOOMA;RUHINDA;KANYABWANGA;21UGA002007;;21UGA00200703
262;5036;MITOOMA;RUHINDA;BITEREKO;21UGA002007;;21UGA00200701
169;3681;MITOOMA;RUHINDA;RUREHE;21UGA002007;;21UGA00200712
2141;3826;MITOOMA;RUHINDA;KASHENSHERO;21UGA002007;;21UGA00200704
152;3666;MITOOMA;RUHINDA;MITOOMA;21UGA002007;;21UGA00200709
12;3511;MITOOMA;RUHINDA;KASHENSHERO TOWN COUNCIL;21UGA002007;;21UGA00200705
887;4432;MITOOMA;RUHINDA;KATENGA;21UGA002007;;21UGA00200706
347;5008;MITOOMA;RUHINDA;MUTARA;21UGA002007;;21UGA00200711
568;4125;MITOOMA;RUHINDA;KABIRA;21UGA002007;;21UGA00200702
1327;4852;NTUNGAMO;RUHAAMA;RUKONI EAST;21UGA002008;;21UGA00200817
846;844;NTUNGAMO;RUHAAMA;NTUNGAMO;21UGA002008;;21UGA00200810
7073;3906;NTUNGAMO;NTUNGAMO MUNICIPALITY;WESTERN DIVISION;21UGA002008;;21UGA00200821
488;3598;NTUNGAMO;KAJARA;KIBATSI;21UGA002008;;21UGA00200807
7247;5106;NTUNGAMO;RUSHENYI;RUGARAMA;21UGA002008;;21UGA00200815
7357;5254;NTUNGAMO;RUHAAMA;NYAKYERA;21UGA002008;;21UGA00200812
2597;4445;NTUNGAMO;RUHAAMA;KITWE TOWN COUNCIL;21UGA002008;;21UGA00200808
1214;5375;NTUNGAMO;KAJARA;BWONGYERA;21UGA002008;;21UGA00200801
603;4168;NTUNGAMO;RUHAAMA;ITOJO;21UGA002008;;21UGA00200805
1399;4925;NTUNGAMO;RUSHENYI;NGOMA;21UGA002008;;21UGA00200809
1607;4005;NTUNGAMO;RUHAAMA;RWEIKINIRO;21UGA002008;;21UGA00200820
1113;653;NTUNGAMO;RUSHENYI;KAYONZA;21UGA002008;;21UGA00200806
1880;5165;NTUNGAMO;NTUNGAMO MUNICIPALITY;EASTERN DIVISION;21UGA002008;;21UGA00200803
4605;843;NTUNGAMO;RUHAAMA;RUKONI WEST;21UGA002008;;21UGA00200818
76;3594;NTUNGAMO;KAJARA;IHUNGA;21UGA002008;;21UGA00200804
586;3617;NTUNGAMO;RUSHENYI;RUBAARE TOWN COUNCIL;21UGA002008;;21UGA00200814
5131;3846;NTUNGAMO;NTUNGAMO MUNICIPALITY;CENTRAL DIVISION;21UGA002008;;21UGA00200802
450;3997;NTUNGAMO;RUHAAMA;RUHAAMA;21UGA002008;;21UGA00200816
495;4037;NTUNGAMO;KAJARA;NYABIHOKO;21UGA002008;;21UGA00200811
458;4002;NTUNGAMO;RUSHENYI;RUBAARE;21UGA002008;;21UGA00200813
1329;4854;NTUNGAMO;KAJARA;RWASHAMAIRE TOWN COUNCIL;21UGA002008;;21UGA00200819
1721;4199;RUBIRIZI;KATERERA;KATERERA;21UGA002009;;21UGA00200902
1045;4609;RUBIRIZI;BUNYARUGURU;KATUNGURU;21UGA002009;;21UGA00200904
528;4374;RUBIRIZI;KATERERA;KATANDA;21UGA002009;;21UGA00200901
7392;4169;RUBIRIZI;KATERERA;KIRUGU;21UGA002009;;21UGA00200906
940;4244;RUBIRIZI;KATERERA;KYABAKARA;21UGA002009;;21UGA00200907
6949;4134;RUBIRIZI;BUNYARUGURU;RYERU;21UGA002009;;21UGA00200911
208;4748;RUBIRIZI;BUNYARUGURU;RUTOTO;21UGA002009;;21UGA00200910
3313;4838;RUBIRIZI;KATERERA;KATERERA TOWN COUNCIL;21UGA002009;;21UGA00200903
1237;4757;RUBIRIZI;BUNYARUGURU;KICHWAMBA;21UGA002009;;21UGA00200905
819;4396;RUBIRIZI;BUNYARUGURU;RUBIRIZI TOWN COUNCIL;21UGA002009;Rubirizi Town Council;21UGA00200909
309;5320;RUBIRIZI;BUNYARUGURU;MAGAMBO;21UGA002009;;21UGA00200908
581;4146;SHEEMA;SHEEMA MUNICIPALITY;KASHOZI DIVISION;21UGA002010;Kashozi;21UGA00201007
173;3690;SHEEMA;SHEEMA;SHUUKU TOWN COUNCIL;21UGA002010;;21UGA00201014
7147;5034;SHEEMA;SHEEMA;MASHERUKA;21UGA002010;;21UGA00201011
1820;5354;SHEEMA;SHEEMA;KASAANA;21UGA002010;;21UGA00201006
2446;4188;SHEEMA;SHEEMA;KYANGYENYI;21UGA002010;;21UGA00201010
3923;3753;SHEEMA;SHEEMA;KAKINDO TOWN COUNCIL;21UGA002010;;21UGA00201005
50;3547;SHEEMA;SHEEMA MUNICIPALITY;CENTRAL DIVISION;21UGA002010;;21UGA00201002
292;3811;SHEEMA;SHEEMA MUNICIPALITY;KABWOHE DIVISION;21UGA002010;Kabwohe Itendero T.C;21UGA00201003
1309;4827;SHEEMA;SHEEMA;BUGONGI TOWN COUNCIL;21UGA002010;;21UGA00201001
939;3817;SHEEMA;SHEEMA;SHUUKU;21UGA002010;;21UGA00201013
7164;3973;SHEEMA;SHEEMA;KIGARAMA;21UGA002010;;21UGA00201008
45;3544;SHEEMA;SHEEMA MUNICIPALITY;KAGANGO DIVISION;21UGA002010;Kagango;21UGA00201004
2669;4376;SHEEMA;SHEEMA;KITAGATA;21UGA002010;;21UGA00201009
1297;3818;SHEEMA;SHEEMA;RUGARAMA;21UGA002010;;21UGA00201012
270;5423;BUDAKA;IKI-IKI;IKI-IKI;21UGA003001;;21UGA00300103
8;5400;BUDAKA;IKI-IKI;KATIIRA;21UGA003001;;21UGA00300109
1696;5431;BUDAKA;BUDAKA;KADERUNA;21UGA003001;;21UGA00300105
812;5407;BUDAKA;IKI-IKI;KAMONKOLI;21UGA003001;;21UGA00300108
3192;5434;BUDAKA;IKI-IKI;MUGITI;21UGA003001;;21UGA00300111
2808;5419;BUDAKA;BUDAKA;KACHOMO;21UGA003001;;21UGA00300104
2104;5402;BUDAKA;BUDAKA;NABOA;21UGA003001;;21UGA00300112
529;5406;BUDAKA;IKI-IKI;KAMERUKA;21UGA003001;;21UGA00300107
698;5412;BUDAKA;BUDAKA;BUDAKA;21UGA003001;;21UGA00300101
2977;5437;BUDAKA;BUDAKA;BUDAKA TOWN COUNCIL;21UGA003001;;21UGA00300102
267;5448;BUDAKA;BUDAKA;KAKULE;21UGA003001;;21UGA00300106
441;5427;BUDAKA;BUDAKA;NANSANGA;21UGA003001;;21UGA00300113
1791;5401;BUDAKA;BUDAKA;LYAMA;21UGA003001;;21UGA00300110
425;5920;BUSIA;BUSIA MUNICIPALITY;WESTERN DI;21UGA003002;;21UGA00300216
27;5823;BUSIA;SAMIA-BUGWE;BULUMBI;21UGA003002;;21UGA00300202
2004;5910;BUSIA;SAMIA-BUGWE;LUNYO;21UGA003002;;21UGA00300210
5364;5911;BUSIA;SAMIA-BUGWE;MASAFU;21UGA003002;;21UGA00300213
1198;5899;BUSIA;SAMIA-BUGWE;BUSIME;21UGA003002;;21UGA00300203
1637;5838;BUSIA;SAMIA-BUGWE;BUYANGA;21UGA003002;;21UGA00300206
1422;5893;BUSIA;SAMIA-BUGWE;LUMINO;21UGA003002;;21UGA00300209
1510;5836;BUSIA;SAMIA-BUGWE;SIKUDA;21UGA003002;;21UGA00300215
7005;5797;BUSIA;SAMIA-BUGWE;MASABA;21UGA003002;;21UGA00300212
3773;5942;BUSIA;BUSIA MUNICIPALITY;EASTERN DI;21UGA003002;;21UGA00300208
4054;5832;BUSIA;SAMIA-BUGWE;BUHEHE;21UGA003002;;21UGA00300201
7248;5788;BUSIA;SAMIA-BUGWE;BUTEBA;21UGA003002;;21UGA00300205
1471;5973;BUSIA;SAMIA-BUGWE;BUSITEMA;21UGA003002;;21UGA00300204
695;5800;BUSIA;SAMIA-BUGWE;MASINYA;21UGA003002;;21UGA00300214
7238;5967;BUSIA;SAMIA-BUGWE;MAJANJI;21UGA003002;;21UGA00300211
132;5819;BUSIA;SAMIA-BUGWE;DABANI;21UGA003002;;21UGA00300207
613;5988;BUTALEJA;BUNYOLE;BUSOLWE;21UGA003003;;21UGA00300304
3273;5919;BUTALEJA;BUNYOLE;BUSABA;21UGA003003;;21UGA00300302
863;5900;BUTALEJA;BUNYOLE;BUSABI;21UGA003003;;21UGA00300303
1922;5843;BUTALEJA;BUNYOLE;BUTALEJA TOWN COUNCIL;21UGA003003;;21UGA00300307
182;5792;BUTALEJA;BUNYOLE;HIMUTU;21UGA003003;;21UGA00300308
720;5894;BUTALEJA;BUNYOLE;MAZIMASA;21UGA003003;;21UGA00300310
2399;5802;BUTALEJA;BUNYOLE;KACHONGA;21UGA003003;;21UGA00300309
7273;5877;BUTALEJA;BUNYOLE;NAWEYO;21UGA003003;;21UGA00300312
3379;5816;BUTALEJA;BUNYOLE;BUTALEJA;21UGA003003;;21UGA00300306
1208;5931;BUTALEJA;BUNYOLE;NAWANJOFU;21UGA003003;;21UGA00300311
6904;5809;BUTALEJA;BUNYOLE;BUSOLWE TOWN COUNCIL;21UGA003003;;21UGA00300305
530;5908;BUTALEJA;BUNYOLE;BUDUMBA;21UGA003003;;21UGA00300301
3022;6914;BUTEBO;BUTEBO;KANGINIMA;21UGA003004;;21UGA00300404
1286;6911;BUTEBO;BUTEBO;BUTEBO;21UGA003004;;21UGA00300401
7366;6899;BUTEBO;BUTEBO;OPWATETA;21UGA003004;;21UGA00300406
448;6897;BUTEBO;BUTEBO;KIBALE;21UGA003004;;21UGA00300405
714;6861;BUTEBO;BUTEBO;KAKORO;21UGA003004;;21UGA00300403
3399;6857;BUTEBO;BUTEBO;KABWANGASI;21UGA003004;;21UGA00300402
900;6903;BUTEBO;BUTEBO;PETETE;21UGA003004;;21UGA00300407
286;6231;KIBUKU;KIBUKU;BUSETA;21UGA003005;;21UGA00300502
7047;6239;KIBUKU;KIBUKU;KIBUKU;21UGA003005;;21UGA00300507
790;6229;KIBUKU;KIBUKU;TIRINYI;21UGA003005;;21UGA00300510
2354;6224;KIBUKU;KIBUKU;KIBUKU TOWN COUNCIL;21UGA003005;;21UGA00300508
133;6233;KIBUKU;KIBUKU;KIRIKA;21UGA003005;;21UGA00300509
970;6257;KIBUKU;KIBUKU;KASASIRA;21UGA003005;;21UGA00300506
655;6251;KIBUKU;KIBUKU;KABWERI;21UGA003005;;21UGA00300503
1126;6244;KIBUKU;KIBUKU;KAGUMU;21UGA003005;;21UGA00300505
1161;6254;KIBUKU;KIBUKU;KADAMA;21UGA003005;;21UGA00300504
6962;6234;KIBUKU;KIBUKU;BULANGIRA;21UGA003005;;21UGA00300501
1964;6843;PALLISA;PALLISA;OLOK;21UGA003006;;21UGA00300609
6939;6851;PALLISA;AGULE;GOGONYO;21UGA003006;;21UGA00300605
307;6860;PALLISA;PALLISA;KASODO;21UGA003006;;21UGA00300608
2034;6848;PALLISA;AGULE;KAMEKE;21UGA003006;;21UGA00300606
2136;6842;PALLISA;PALLISA;PALLISA TOWN COUNCIL;21UGA003006;;21UGA00300611
6536;6844;PALLISA;PALLISA;PUTI-PUTI;21UGA003006;;21UGA00300612
216;6879;PALLISA;AGULE;AKISIM;21UGA003006;;21UGA00300602
4912;6841;PALLISA;PALLISA;PALLISA;21UGA003006;;21UGA00300610
1670;6887;PALLISA;AGULE;AGULE;21UGA003006;;21UGA00300601
1600;6875;PALLISA;AGULE;CHELEKURA;21UGA003006;;21UGA00300604
13;6854;PALLISA;PALLISA;KAMUGE;21UGA003006;;21UGA00300607
1093;6910;PALLISA;AGULE;APOPONG;21UGA003006;;21UGA00300603
1301;5858;TORORO;WEST BUDAMA (KISOLO);PAYA;21UGA003007;;21UGA00300717
855;5975;TORORO;WEST BUDAMA (KISOLO);MULANDA;21UGA003007;;21UGA00300712
755;5965;TORORO;WEST BUDAMA (KISOLO);NAGONGERA TOWN COUNCIL;21UGA003007;;21UGA00300715
28;5827;TORORO;WEST BUDAMA (KISOLO);RUBONGI;21UGA003007;;21UGA00300719
296;5872;TORORO;WEST BUDAMA (KISOLO);KIREWA;21UGA003007;;21UGA00300703
241;5795;TORORO;TORORO;KWAPA;21UGA003007;;21UGA00300705
3410;5957;TORORO;WEST BUDAMA (KISOLO);IYOLWA;21UGA003007;;21UGA00300702
199;5924;TORORO;WEST BUDAMA (KISOLO);NAGONGERA;21UGA003007;;21UGA00300714
2450;5883;TORORO;TORORO MUNICIPALITY;EASTERN DIVISION;21UGA003007;;21UGA00300701
82;5945;TORORO;WEST BUDAMA (KISOLO);NABUYOGA;21UGA003007;;21UGA00300713
1212;5963;TORORO;TORORO;MALABA TOWN COUNCIL;21UGA003007;;21UGA00300707
1816;5936;TORORO;WEST BUDAMA (KISOLO);SOP-SOP;21UGA003007;;21UGA00300720
